id,date,security,asset,liability
19420,2002-09-30,12,135290,122507
23591,2002-09-30,3490,40850,37001
34238,2002-03-31,10,55580,50845
32232,2002-03-31,278275,922804,850520
14194,2002-06-30,1734,88101,81525
31928,2002-12-31,1234,68719,61903
9860,2002-09-30,6072,25167,22161
20012,2002-03-31,11790,78413,72892
34776,2002-03-31,6631,116010,106694
9129,2002-09-30,208,16813,15455
35478,2002-03-31,1690,47808,42424
13430,2002-12-31,6481,97149,88551
20281,2002-06-30,15093,187793,173093
30307,2002-03-31,0,950730,833409
90299,2002-03-31,17405,231477,206303
7128,2002-09-30,10082,128304,117692
222,2002-06-30,0,69267,64436
18712,2002-06-30,0,20751,16341
57017,2002-12-31,207,37685,31554
25665,2002-09-30,8274,103723,95415
57132,2002-06-30,0,8878,4681
19515,2002-06-30,824,63276,55772
34170,2002-03-31,0,161981,135425
25795,2002-03-31,14844,262247,240333
3597,2002-06-30,20360,134938,124547
7909,2002-06-30,0,165836,150836
18830,2002-06-30,0,61077,54872
9275,2002-12-31,781,446764,412286
34296,2002-06-30,7248,51515,46686
24811,2002-03-31,1967,1150000,1070000
8513,2002-03-31,465,21804,19574
35491,2002-09-30,5437,6757,1257
16133,2002-09-30,7935,50746,40771
28063,2002-09-30,4457,70059,59950
18429,2002-12-31,1483,862534,793739
26397,2002-06-30,14183,169260,150209
30720,2002-09-30,455940,864363,705142
26856,2002-09-30,6084,253263,234527
18431,2002-12-31,4409,138904,126510
35184,2002-12-31,0,140090,129453
938,2002-03-31,0,90496,79499
210,2002-06-30,325,129810,113639
26563,2002-06-30,7346,236624,216503
1559,2002-09-30,8488,62204,53250
18214,2002-12-31,42234,477882,445872
968,2002-06-30,7016,88234,78417
29926,2002-06-30,6456,86623,78292
29061,2002-09-30,339,36454,31698
3148,2002-09-30,4164,46867,42840
35056,2002-06-30,1640,30592,25686
30350,2002-06-30,2468,176532,162517
35054,2002-09-30,0,1770000,1580000
35493,2002-09-30,9164,132821,120753
5791,2002-06-30,565,60823,52689
15116,2002-12-31,0,29718,25058
35200,2002-06-30,20999,84558,76617
28835,2002-06-30,2052,434309,383443
2455,2002-09-30,10236,94584,82725
9290,2002-12-31,409,92278,84343
25050,2002-12-31,0,83257,75906
24244,2002-12-31,5215,72594,65639
11677,2002-09-30,61528,1080000,955333
15866,2002-06-30,1884,29936,28307
313,2002-06-30,14565,193255,178819
26903,2002-03-31,0,147303,137918
10982,2002-09-30,2900,25821,19081
10200,2002-03-31,0,17647,15510
21258,2002-03-31,50246,314353,287432
8086,2002-12-31,4735,49510,42071
3874,2002-03-31,5883,177040,158313
10216,2002-09-30,8143,60091,51008
15832,2002-12-31,120984,1150000,1060000
10446,2002-12-31,0,48172,42855
32712,2002-03-31,179473,766729,717743
9659,2002-06-30,97,65238,57309
19106,2002-06-30,1989,25382,23543
34496,2002-12-31,42776,243473,211324
3693,2002-09-30,15766,72248,65821
35264,2002-12-31,10297,175732,155262
15969,2002-12-31,59769,167537,145538
8854,2002-09-30,2654,75864,69036
9318,2002-06-30,1478,39913,33966
6734,2002-12-31,18456,446670,410100
11144,2002-03-31,0,33365,30765
33525,2002-03-31,22388,266063,226416
7153,2002-06-30,50986,314562,286666
16333,2002-03-31,102,37529,34551
32570,2002-06-30,1569,1450000,1350000
90198,2002-12-31,1401,222651,194554
14904,2002-03-31,0,52722,47129
1105,2002-06-30,414571,3300000,3010000
28589,2002-06-30,36178,233639,204664
16176,2002-09-30,0,45884,40095
18620,2002-09-30,2016,103779,91520
9420,2002-06-30,181,34286,31518
17909,2002-09-30,3447,23968,21699
19285,2002-09-30,0,173554,155805
363,2002-06-30,4025,158194,145221
8405,2002-03-31,13414,509636,469973
30401,2002-06-30,134258,790312,697454
13662,2002-06-30,242,86204,79305
151,2002-03-31,23155,507593,464484
4551,2002-09-30,9282,112334,102856
34612,2002-03-31,25683,130412,121517
26513,2002-09-30,9494,71434,64969
15399,2002-09-30,248565,659024,586210
15913,2002-03-31,10619,90262,82339
18734,2002-12-31,938,159396,137485
28623,2002-06-30,1187,9625,8803
8162,2002-09-30,150,62776,54088
29561,2002-06-30,16244,50306,43972
72,2002-03-31,8581,114731,101447
35092,2002-03-31,7270,120178,108959
11175,2002-12-31,0,41867,39212
19689,2002-06-30,2655,68153,62591
8219,2002-12-31,28,28358,25785
12331,2002-09-30,6861,99853,80449
17280,2002-12-31,16319,53208,45754
57021,2002-09-30,1982,54713,48176
29188,2002-06-30,53018,302455,273657
29476,2002-12-31,19397,155594,143479
13104,2002-09-30,6846,48680,43711
34916,2002-09-30,362783,2660000,2500000
16545,2002-12-31,16571,51518,47393
6863,2002-12-31,5158,195201,169714
17711,2002-03-31,15978,40451,35704
32460,2002-03-31,0,497458,451890
11667,2002-03-31,32,50568,44459
29065,2002-06-30,0,23574,18419
11311,2002-03-31,22,17683,15497
4009,2002-09-30,41580,361875,331777
5283,2002-12-31,14078,125157,112584
2160,2002-12-31,10172,84831,74410
34644,2002-09-30,1138,57802,53470
2773,2002-06-30,16564,663250,603199
26733,2002-06-30,26758,351510,323344
6861,2002-12-31,16138,240085,221733
6180,2002-06-30,0,69879,60188
1909,2002-09-30,7173,164929,150625
25332,2002-09-30,2339,5117,2462
28407,2002-06-30,29590,119258,105674
34623,2002-03-31,707,144206,133385
57124,2002-06-30,7980,54094,45755
12504,2002-09-30,289,80834,74874
22271,2002-12-31,49265,222470,199089
34946,2002-12-31,15053,98792,90456
15820,2002-09-30,0,30029,27338
8103,2002-12-31,11775,119182,99700
11347,2002-03-31,15123,114516,100785
27732,2002-03-31,64709,653593,586736
20347,2002-12-31,218851,4450000,3980000
9651,2002-12-31,6880,154347,140779
12956,2002-06-30,4203,91454,84218
17878,2002-06-30,0,99359,91144
5296,2002-09-30,1230000,10000000,9260000
249,2002-03-31,3283,39894,36169
21147,2002-06-30,199,133023,118583
20231,2002-12-31,0,128493,110230
7513,2002-03-31,260,50682,42219
8021,2002-06-30,50489,339564,303462
57099,2002-03-31,185,34253,30678
29026,2002-03-31,4569,226085,208427
26638,2002-06-30,375,41135,37538
15136,2002-12-31,11811,237660,216182
8047,2002-06-30,106,217125,199864
21606,2002-06-30,0,300934,276607
7329,2002-12-31,8027,70199,62619
28835,2002-09-30,1885,449063,397174
3217,2002-03-31,4254,83147,73987
35377,2002-12-31,29508,144565,127917
90175,2002-03-31,42734,448396,421446
9523,2002-03-31,0,46225,42428
11537,2002-06-30,1867,67239,58863
13109,2002-12-31,0,307608,280130
4722,2002-06-30,4699,65150,52906
4713,2002-03-31,7868,98772,90776
34252,2002-06-30,0,101210,93548
4471,2002-03-31,102,51664,47301
18714,2002-12-31,292145,834549,779280
22134,2002-12-31,2,142791,131361
9313,2002-06-30,9063,116349,107391
32158,2002-06-30,578047,3090000,2790000
20544,2002-09-30,8222,160299,147025
27351,2002-03-31,194,63772,59001
57167,2002-06-30,0,8791,4146
27006,2002-12-31,187791,1040000,958172
7671,2002-03-31,20589,217160,191924
9875,2002-03-31,439,35726,33362
5593,2002-12-31,117,30099,24676
35361,2002-12-31,9015,80999,68397
34381,2002-09-30,0,112495,100653
23757,2002-09-30,15202,177421,158025
16110,2002-12-31,695,23304,21117
3579,2002-12-31,0,117938,101608
3158,2002-12-31,20,31177,27066
30058,2002-12-31,1202,69472,62081
34844,2002-06-30,3427,49372,44005
18885,2002-03-31,16400,143457,128823
16450,2002-12-31,0,1350000,1240000
10441,2002-06-30,0,220193,203861
29791,2002-12-31,0,65332,59535
32721,2002-03-31,4543,151344,141363
25267,2002-06-30,3256,52298,47862
33648,2002-03-31,0,261574,261574
8185,2002-06-30,3368,55708,51308
57091,2002-03-31,0,29671,22626
17117,2002-12-31,0,39989,37311
3638,2002-03-31,0,26653,23884
28068,2002-06-30,33165,86499,73197
24966,2002-06-30,0,37426,34127
3973,2002-09-30,32451,504802,460232
16222,2002-03-31,1389,27084,24678
27654,2002-03-31,34709,99759,82971
28421,2002-03-31,114288,882734,802547
31329,2002-06-30,281,58396,50347
9035,2002-12-31,0,52841,47730
29172,2002-03-31,7462,32403,28844
5735,2002-09-30,681,26486,24237
15010,2002-09-30,0,75175,68704
33867,2002-03-31,6156,435641,403652
16101,2002-03-31,8799,257336,234033
9304,2002-06-30,250,64882,58023
18148,2002-12-31,898,19929,17536
28926,2002-03-31,7129,40119,37584
12884,2002-06-30,28645,588824,489711
8083,2002-12-31,3222,82654,69560
21090,2002-03-31,2634,43483,39953
4944,2002-12-31,7606,159632,143927
2039,2002-06-30,43,106765,92693
21978,2002-09-30,62994,109240,101296
24367,2002-12-31,280,45059,40475
35157,2002-09-30,54837,293508,256609
29140,2002-09-30,27212,269872,252060
34448,2002-09-30,3083,27056,23507
18600,2002-06-30,602,44016,40246
12855,2002-09-30,6011,106177,98008
1619,2002-06-30,15177,42805,34697
18120,2002-03-31,0,38845,35109
12461,2002-06-30,0,32803,28433
16527,2002-06-30,778,27208,23464
3673,2002-06-30,7674,53380,50492
10216,2002-03-31,7212,59257,50661
13689,2002-03-31,3890,34139,31288
34978,2002-06-30,0,71420,64647
15957,2002-12-31,403581,2030000,1880000
8149,2002-06-30,50398,420030,373962
4364,2002-09-30,17958,187847,170088
9716,2002-03-31,912,114769,103218
7468,2002-12-31,989637,4500000,4100000
22924,2002-03-31,0,159898,145773
33704,2002-03-31,36009,278648,258334
5716,2002-06-30,28,98464,86747
13023,2002-09-30,22122,268612,237807
19420,2002-03-31,13,133534,121787
18019,2002-03-31,792,55595,50503
28018,2002-12-31,306,81316,74723
9356,2002-09-30,2676,101025,92768
19536,2002-03-31,0,134020,124102
16068,2002-12-31,1440000,5740000,5180000
18562,2002-09-30,6070000,20700000,18100000
29367,2002-09-30,339422,1610000,1480000
35451,2002-09-30,12522,92105,82489
1660,2002-12-31,5274,185954,160344
34955,2002-09-30,30655,321642,294618
27235,2002-06-30,49526,1240000,1130000
8852,2002-12-31,5467,74499,68007
14218,2002-06-30,1655,50916,46027
27044,2002-09-30,7470,197895,183518
27841,2002-06-30,449,27396,20524
27688,2002-09-30,41389,319137,278589
16516,2002-09-30,0,9565,7790
11023,2002-12-31,680,37950,31231
26853,2002-06-30,0,59584,55845
28116,2002-03-31,180161,1040000,880259
22894,2002-06-30,648264,15700000,14400000
4255,2002-12-31,117555,829779,758861
26548,2002-03-31,17,33093,29963
34295,2002-03-31,8941,182829,167663
57117,2002-06-30,0,6810000,6090000
27530,2002-06-30,13902,793699,727305
13244,2002-12-31,0,110309,90993
28724,2002-06-30,798,50043,43190
32618,2002-09-30,5550000,17500000,16400000
2824,2002-03-31,58484,296107,261536
22046,2002-03-31,0,102346,93250
16309,2002-06-30,163592,1540000,1430000
33849,2002-09-30,18410,611259,554045
5241,2002-12-31,61592,486997,452689
14689,2002-06-30,916,77596,71986
29566,2002-03-31,26717,158168,142399
57041,2002-03-31,19094,55588,51326
8193,2002-03-31,6978,110926,102557
17026,2002-09-30,31784,108784,98649
27286,2002-03-31,2897,129933,119792
16191,2002-06-30,0,798658,729327
31361,2002-03-31,230427,1060000,919394
28330,2002-12-31,2430000,12300000,11400000
12093,2002-12-31,11336,91873,79953
27135,2002-06-30,1540,47427,43633
34839,2002-03-31,0,89374,81913
57280,2002-12-31,0,36292,28654
30012,2002-12-31,887615,7960000,7270000
4569,2002-06-30,25011,236690,215408
9332,2002-12-31,9070,58616,53091
1049,2002-09-30,17552,142530,127233
9727,2002-09-30,401,30384,27493
11406,2002-06-30,5613,277514,253672
32436,2002-09-30,811,149298,138219
16941,2002-06-30,5280,43266,33670
3664,2002-06-30,37,192975,175700
9087,2002-12-31,64467,3320000,3000000
3113,2002-06-30,2832,145266,130643
8866,2002-12-31,51824,414183,367831
35189,2002-12-31,9115,240188,224062
23632,2002-12-31,0,208727,195248
19540,2002-09-30,1468,87788,80234
15671,2002-09-30,21503,133898,117033
10044,2002-03-31,60876,688981,598894
10307,2002-06-30,15323,441722,400777
12751,2002-03-31,5934,23191,21160
9069,2002-03-31,10807,136547,125314
29875,2002-09-30,156459,578185,517210
10989,2002-06-30,36,90688,80883
3141,2002-06-30,24712,201284,182138
11324,2002-06-30,643,53087,47818
15146,2002-06-30,334,42945,39233
421,2002-06-30,2667,74850,64182
11732,2002-06-30,3411,57477,50054
26588,2002-06-30,2381,30505,26783
1436,2002-06-30,0,8179,7043
190,2002-03-31,3263,322425,295978
1500,2002-06-30,250,639332,547136
15930,2002-06-30,33,17067,15029
4204,2002-03-31,12447,39831,35599
3269,2002-12-31,82934,223313,200559
1464,2002-09-30,0,46792,40062
16220,2002-12-31,3984,139532,128552
1973,2002-06-30,30,15839,14349
26738,2002-09-30,2214,32381,29492
31410,2002-06-30,20577,95523,87310
32698,2002-12-31,20805,311163,286369
28144,2002-12-31,564,87728,75093
18782,2002-06-30,3307,30875,26854
2398,2002-06-30,6551,115806,106155
1597,2002-03-31,33,150704,137472
5742,2002-03-31,16635,184198,170688
9340,2002-12-31,4623,50289,43521
1213,2002-06-30,10017,51812,46404
34824,2002-03-31,13003,311352,285188
23001,2002-06-30,0,87765,80395
30570,2002-03-31,324,42410,38911
25796,2002-09-30,5547,75614,69200
889,2002-03-31,6181,41944,36663
19349,2002-06-30,5724,126092,119433
16179,2002-06-30,1655,76329,69854
28105,2002-12-31,14693,101029,90858
30003,2002-12-31,13,1990000,1860000
33803,2002-03-31,0,301666,278094
26485,2002-03-31,0,114739,96818
28417,2002-12-31,6321,49042,41753
9647,2002-12-31,4895,246416,220110
18772,2002-12-31,0,45308,41274
2794,2002-09-30,9842,33064,28256
15311,2002-09-30,9365,82985,73410
9818,2002-09-30,3936,42000,33052
57314,2002-12-31,0,54743,45250
13155,2002-12-31,225311,2080000,1910000
34008,2002-03-31,0,112471,103427
14625,2002-03-31,485,36206,33606
33508,2002-06-30,7720,185502,169752
15353,2002-09-30,2676,19570,17816
26336,2002-09-30,2087,312816,288410
34705,2002-06-30,481,13138,9168
4722,2002-12-31,5141,56402,43783
9137,2002-09-30,4800,75393,66206
23834,2002-06-30,0,47644,39282
28533,2002-03-31,64589,552121,505225
8756,2002-06-30,144,38379,34065
5223,2002-03-31,18354,129704,118329
8556,2002-09-30,3476,45204,39217
639,2002-03-31,5200000,74000000,67600000
10957,2002-06-30,3843,42460,39257
5536,2002-03-31,0,47998,40132
4995,2002-06-30,45944,295581,268328
291,2002-12-31,2038,106215,87054
16438,2002-09-30,6667,68957,62556
29594,2002-06-30,292,151980,128420
13787,2002-12-31,2478,56657,50843
57368,2002-06-30,0,23804,16628
34844,2002-12-31,5610,61365,55829
26765,2002-06-30,2577,38542,35267
16468,2002-12-31,0,16836,15268
34245,2002-06-30,4524,38798,35539
29523,2002-06-30,18758,461115,423340
11252,2002-09-30,53,109357,84814
19513,2002-03-31,1916,107400,97548
1078,2002-03-31,228166,1870000,1690000
14769,2002-03-31,3759,106128,95715
34717,2002-03-31,6169,120083,109933
29281,2002-03-31,26393,159127,145772
22563,2002-03-31,142452,526138,477084
17883,2002-03-31,0,4968,4547
1143,2002-06-30,0,84386,77638
34559,2002-09-30,5238,172728,159433
33818,2002-06-30,0,30328,27461
15104,2002-06-30,6124,135422,116606
1715,2002-06-30,262508,567558,487551
10639,2002-03-31,87,80708,72938
90040,2002-03-31,0,32131,29291
8944,2002-06-30,0,17643,15979
11561,2002-03-31,11579,31330,27733
30297,2002-09-30,695507,1410000,1320000
750,2002-09-30,30274,217283,200206
3158,2002-06-30,23,29083,25109
57031,2002-12-31,0,4776,1426
28729,2002-09-30,26247,104111,96972
23126,2002-03-31,227,45205,41249
34577,2002-09-30,0,147410,137123
5628,2002-09-30,4850,59763,53953
57160,2002-09-30,2069,3439,1119
14074,2002-03-31,3017,88467,82248
5699,2002-03-31,2157,64785,59885
27989,2002-06-30,8786,131618,117115
27206,2002-12-31,0,50692,44115
24660,2002-12-31,9910,90330,83473
32538,2002-03-31,51,43585,40492
6863,2002-09-30,5769,188202,162860
33897,2002-03-31,108330,673146,623041
21591,2002-03-31,18272,208064,187002
33144,2002-09-30,1373,30139,27992
8144,2002-12-31,0,77464,62612
16624,2002-09-30,20449,466698,425142
1520,2002-03-31,39640,286752,261391
34803,2002-12-31,4317,127403,118413
35418,2002-03-31,9248,54700,48789
1600,2002-03-31,2535,59455,52044
10520,2002-09-30,4874,56513,50314
10491,2002-06-30,3989,76432,69284
18489,2002-03-31,41,264080,238952
34087,2002-03-31,0,382959,353092
4620,2002-06-30,0,35539,31894
30387,2002-06-30,1920000,8570000,8010000
14195,2002-09-30,3377,111355,101346
21258,2002-09-30,59608,334477,306187
34697,2002-03-31,0,219513,177888
432,2002-12-31,0,77826,72324
57252,2002-09-30,6375,72509,61104
16795,2002-06-30,0,27938,24996
90240,2002-09-30,7544,33346,29805
18545,2002-03-31,10786,386421,357454
28266,2002-03-31,10182,41884,38046
13600,2002-09-30,932,52508,45032
57222,2002-12-31,16153,55238,43311
33339,2002-12-31,0,232204,211756
30126,2002-03-31,37005,117034,101387
11242,2002-09-30,763,93262,78944
1612,2002-12-31,4791,27922,24845
23502,2002-09-30,187,142136,123074
33648,2002-09-30,0,320824,320824
57135,2002-09-30,0,66151,60468
34177,2002-03-31,4479,248572,228943
17711,2002-09-30,18319,44766,38516
5699,2002-06-30,1749,65319,60043
29247,2002-09-30,36,25452,22749
10382,2002-03-31,10237,121762,108855
29617,2002-12-31,5998,41297,35261
34113,2002-03-31,2368,61948,55790
253,2002-06-30,25,95885,86484
33667,2002-09-30,0,71261,71261
22331,2002-09-30,8292,148479,136616
18896,2002-03-31,23777,87873,74757
34189,2002-12-31,402,132075,121616
12944,2002-12-31,106564,328268,278531
34763,2002-03-31,0,42831,39191
27317,2002-06-30,4290,240642,218732
22924,2002-09-30,0,161316,145513
4345,2002-06-30,1560,13300000,12100000
34447,2002-06-30,30372,65435,60443
5580,2002-06-30,0,47676,42856
4777,2002-03-31,0,55397,48657
14025,2002-12-31,2313,49982,44251
1205,2002-12-31,0,12278,11078
16859,2002-09-30,0,42367,38086
10976,2002-12-31,0,118318,106135
18132,2002-06-30,41458,140853,126284
1468,2002-06-30,2064,81549,72636
91,2002-06-30,0,90758,80034
1914,2002-09-30,4217,121727,108021
5822,2002-09-30,13,51350,44675
27932,2002-06-30,26460,133959,121046
28542,2002-09-30,594656,2790000,2550000
34334,2002-03-31,243,31617,27028
8870,2002-06-30,26400,275222,254068
4646,2002-06-30,2635,46600,43243
15443,2002-09-30,17494,218497,201130
11715,2002-09-30,39,38089,33742
9265,2002-12-31,11237,61487,51256
34252,2002-09-30,11024,114666,106320
34865,2002-12-31,11128,177492,162036
35002,2002-06-30,0,86431,77061
22092,2002-03-31,0,149262,137118
17338,2002-12-31,0,28959,25755
11477,2002-09-30,6578,64920,52641
5757,2002-06-30,129,200501,181710
25158,2002-09-30,47392,480983,431014
15407,2002-06-30,15000000,58400000,54000000
8829,2002-12-31,0,14811,12092
25911,2002-03-31,0,572405,526090
17520,2002-06-30,76,98316,88678
8495,2002-12-31,2624,37524,34190
35009,2002-03-31,0,38210,33841
33073,2002-12-31,0,164553,150469
5352,2002-03-31,0,54854,49839
57305,2002-06-30,3968,26724,21635
15503,2002-06-30,5704,120777,107202
15258,2002-12-31,11014,40630,37605
34475,2002-09-30,865,74649,66531
29809,2002-12-31,201367,401604,362489
6247,2002-03-31,6281,159227,145667
5694,2002-12-31,5634,167475,156949
34681,2002-06-30,24923,213164,192159
22359,2002-06-30,1429,350255,329855
6158,2002-09-30,12,462808,425377
13736,2002-09-30,0,38115,33485
10173,2002-09-30,635,40050,35095
29049,2002-06-30,2298,50269,43614
15264,2002-09-30,2,110999,101344
13654,2002-06-30,317,97971,89037
26871,2002-09-30,3146,103435,96029
8637,2002-12-31,6271,96150,87389
15417,2002-09-30,10,18326,16071
10825,2002-06-30,37,77462,70738
18861,2002-03-31,1491,70729,63958
14823,2002-09-30,0,61356,56995
9387,2002-09-30,0,187283,174235
26548,2002-12-31,10,36598,33166
33202,2002-09-30,0,107437,98761
18390,2002-12-31,58224,599660,559292
30579,2002-06-30,122345,565984,520853
34656,2002-06-30,28359,192511,176276
17614,2002-06-30,32292,303400,269717
14945,2002-06-30,0,36415,32308
5413,2002-03-31,3520,18470,16620
8885,2002-09-30,1479,43238,39116
19536,2002-09-30,0,145750,134348
17491,2002-09-30,206539,1650000,1520000
34257,2002-09-30,0,134568,122392
11035,2002-03-31,73075,748332,692029
12135,2002-06-30,0,68228,63015
18035,2002-06-30,128960,1560000,1420000
9973,2002-03-31,65,11183,10096
30221,2002-12-31,253916,729522,672728
17589,2002-06-30,5,16128,13472
13425,2002-03-31,66513,896154,819271
20038,2002-03-31,121079,862998,794243
18659,2002-12-31,26142,194910,180171
8847,2002-03-31,1822,23864,20799
1695,2002-06-30,11109,116753,105526
5969,2002-12-31,16618,725014,657998
4842,2002-12-31,391988,2090000,1910000
19657,2002-09-30,10074,275590,252048
15977,2002-09-30,17571,257577,233190
19604,2002-12-31,0,56416,49847
10502,2002-12-31,27,97167,86218
14649,2002-03-31,1320,53101,45876
57174,2002-06-30,2975,44046,33684
17452,2002-03-31,4726,25796,22776
35326,2002-09-30,6465,64117,56460
1829,2002-03-31,385,33520,28955
57303,2002-06-30,0,22957,18447
14155,2002-03-31,15661,133373,120021
23404,2002-12-31,404,78625,72580
303,2002-09-30,0,108341,96392
7128,2002-03-31,10230,117391,107949
8426,2002-12-31,82745,296733,273294
35156,2002-09-30,0,28928,26293
16902,2002-12-31,21639,376754,346249
9668,2002-12-31,3418,53989,44686
2759,2002-03-31,0,165615,152091
26820,2002-06-30,92533,317640,295876
35422,2002-03-31,0,100267,92115
15444,2002-03-31,12144,166150,153356
26729,2002-09-30,0,30927,28013
12732,2002-06-30,16149,338266,309123
32355,2002-09-30,1064,134853,112306
8941,2002-09-30,17517,191224,175089
27252,2002-09-30,5320,65652,61378
12773,2002-03-31,6987,419648,363375
19515,2002-09-30,794,66433,58799
10142,2002-09-30,22265,34502,30099
19195,2002-06-30,2489,89312,81099
23345,2002-12-31,64000,212827,195920
2698,2002-09-30,10694,99193,86713
15432,2002-09-30,4272,20444,17892
57395,2002-09-30,0,8097,2209
35312,2002-03-31,1043,41914,36937
22176,2002-03-31,19337,265270,241887
34211,2002-03-31,1265,222121,203043
27507,2002-06-30,13351,278312,254665
20317,2002-06-30,6534,63801,57928
4931,2002-12-31,34219,90361,82227
30400,2002-06-30,643,164291,149629
30976,2002-06-30,10440,83430,66770
15092,2002-03-31,0,103138,85566
34053,2002-03-31,0,41741,37646
2326,2002-06-30,60892,209374,181412
2467,2002-12-31,20389,90178,81142
4187,2002-03-31,19435,134512,118421
1617,2002-09-30,5459,258675,240997
13919,2002-06-30,9793,96616,88259
57090,2002-06-30,0,30971,26832
28362,2002-06-30,28318,305146,282095
33753,2002-09-30,107,136937,126238
2575,2002-09-30,14456,127810,119567
34858,2002-06-30,1365,26570,21341
9812,2002-03-31,0,25367,19693
11583,2002-09-30,0,105443,99723
10548,2002-12-31,3483,59805,53038
16911,2002-03-31,450,341955,315637
32367,2002-03-31,187,384319,350920
35263,2002-03-31,213209,614142,378602
8946,2002-03-31,693,17371,15880
1361,2002-12-31,0,39281,36250
1145,2002-03-31,150,54212,48743
13622,2002-12-31,18024,142000,124678
8801,2002-12-31,67507,232708,213368
16281,2002-12-31,1562,17608,14448
35420,2002-06-30,0,36644,33555
4076,2002-09-30,4525,40518,35211
29049,2002-09-30,2103,50565,43855
14149,2002-06-30,242304,2830000,2610000
26753,2002-12-31,14056,256070,236900
32341,2002-12-31,91085,592111,544069
34231,2002-06-30,0,179311,164269
30746,2002-06-30,5020000,14600000,13800000
27234,2002-06-30,16487,196650,181592
28263,2002-03-31,19245,115087,92396
14712,2002-09-30,4116,320155,284211
30722,2002-09-30,4237,346221,314864
409,2002-06-30,0,22811,20667
23543,2002-06-30,246324,584086,553329
11416,2002-06-30,8,46691,43025
3256,2002-03-31,408,8409,7596
15068,2002-12-31,5,40385,37362
10171,2002-03-31,0,86137,77865
29813,2002-03-31,4280,103666,84124
34888,2002-12-31,7481,130903,113275
90160,2002-03-31,12469,554744,465739
11329,2002-12-31,216,33234,30299
16561,2002-06-30,0,15895,13754
24497,2002-12-31,296,79118,70149
24250,2002-12-31,0,52926,49485
34699,2002-12-31,0,148470,129074
24660,2002-06-30,12299,85785,79205
16464,2002-06-30,24171,137625,126520
13946,2002-03-31,8800,96013,84917
34129,2002-09-30,0,14041,5207
29668,2002-12-31,31807,99558,93014
5481,2002-03-31,4415,50337,46461
35495,2002-09-30,0,17058,12110
11302,2002-03-31,765,20199,17221
28348,2002-09-30,190940,269233,239538
24465,2002-12-31,17341,77000,69070
876,2002-06-30,1244,73710,63292
16858,2002-09-30,47741,198334,172738
20856,2002-09-30,37180,226637,207879
22819,2002-09-30,14944,202583,186520
13249,2002-03-31,700,72647,65065
9155,2002-03-31,3561,168299,149268
30969,2002-06-30,4138,80015,72466
12395,2002-12-31,11539,62681,56239
30133,2002-06-30,14196,115418,101837
34455,2002-09-30,0,40968,36239
33568,2002-12-31,16262,86155,77944
14632,2002-03-31,3,15046,12845
57124,2002-03-31,6183,43712,35527
15990,2002-09-30,6523,261152,226741
13810,2002-12-31,9673,226246,209131
22867,2002-06-30,0,72675,67199
8251,2002-06-30,0,60073,54726
3011,2002-06-30,2920000,18100000,16800000
30303,2002-06-30,0,1200000,962810
12751,2002-06-30,6131,23423,21374
8500,2002-06-30,448,68621,63176
34524,2002-03-31,0,81009,74742
27991,2002-03-31,15345,31388,28963
19501,2002-06-30,1960000,11100000,10300000
28793,2002-03-31,7876,152930,140130
35433,2002-03-31,29593,126910,115675
4705,2002-03-31,60158,391021,332942
23415,2002-09-30,10793,270486,249040
27197,2002-09-30,131089,669631,623590
31864,2002-12-31,0,45026,42490
33103,2002-09-30,0,203439,191211
23463,2002-06-30,140565,1290000,1170000
15921,2002-06-30,5944,176780,163497
4787,2002-03-31,144,33195,30002
9325,2002-12-31,1608,76417,64178
34049,2002-06-30,20042,286683,266734
1860,2002-03-31,0,35232,28956
32429,2002-06-30,2745,59856,55026
14907,2002-12-31,0,35375,30926
29689,2002-06-30,21185,137200,130772
29272,2002-03-31,48284,263470,236271
26184,2002-06-30,14080,102535,92027
22838,2002-06-30,6342,54951,47890
27517,2002-06-30,11179,178605,165328
34149,2002-09-30,0,49713,44588
35320,2002-06-30,2125,106241,95919
12515,2002-03-31,11088,161915,148338
15787,2002-06-30,1989,22884,20166
34146,2002-09-30,0,32673,30176
90169,2002-06-30,63097,247327,228016
34930,2002-12-31,198,40288,34960
26491,2002-03-31,17126,60221,55428
12769,2002-06-30,26297,225839,204175
29710,2002-03-31,6232,50425,45319
8903,2002-12-31,0,283486,266087
11311,2002-09-30,22,19438,17181
20329,2002-03-31,4424,88674,86646
15817,2002-09-30,474,12451,10863
13718,2002-06-30,6780000,20600000,19000000
23472,2002-03-31,0,282904,47737
108,2002-06-30,190,215643,194580
13774,2002-03-31,490,33074,28497
977,2002-06-30,16586,167144,151920
34838,2002-12-31,0,88581,78045
15471,2002-12-31,3700,39525,35449
21230,2002-06-30,230795,601055,561984
5732,2002-06-30,0,54685,47550
2273,2002-03-31,8066,40328,31616
60,2002-06-30,4100,115138,99867
28272,2002-03-31,142523,1450000,1330000
16130,2002-12-31,0,2050000,1620000
11716,2002-03-31,54,13213,11740
17446,2002-03-31,1283,46021,43388
20435,2002-03-31,275,137094,127758
28342,2002-06-30,303389,727111,661767
4556,2002-03-31,3869,53291,47649
6354,2002-03-31,14542,218406,201293
8101,2002-03-31,8032,156378,138629
4683,2002-12-31,4,9653,8509
33500,2002-06-30,386,101529,93948
3276,2002-03-31,20905,546256,488924
17572,2002-06-30,16132,109571,98646
14370,2002-03-31,14113,391626,360665
